id,name
1,สมรรถนะสนับสนุนการทำงานด้านการขับขี่ปลอดภัยและประหยัดพลังงาน
2,สมรรถนะสนับสนุนการทำงานด้านการเงิน
3,สมรรถนะสนับสนุนการทำงานด้านการใช้ดิจิทัล
4,สมรรถนะสนับสนุนการทำงานด้านการใช้ดิจิทัล มาตรฐานสมรรถนะดิจิทัล
5,สมรรถนะสนับสนุนการทำงานด้านการใช้ปัญญาประดิษฐ์
6,สมรรถนะสนับสนุนการทำงานด้านการใช้โปรแกรมงานนำเสนอ
7,สมรรถนะสนับสนุนการทำงานด้านการใช้โปรแกรมตัดต่อวีดีโอ
8,สมรรถนะสนับสนุนการทำงานด้านการใช้โปรแกรมตารางคำนวณ
9,สมรรถนะสนับสนุนการทำงานด้านการใช้โปรแกรมประมวลผลคำ
10,สมรรถนะสนับสนุนการทำงานด้านการใช้โปรแกรมสร้างภาพราสเตอร์
11,สมรรถนะสนับสนุนการทำงานด้านการใช้โปรแกรมสร้างภาพเวกเตอร์
12,สมรรถนะสนับสนุนการทำงานด้านการใช้ภาษาอังกฤษ
13,สมรรถนะสนับสนุนการทำงานด้านการใช้อีคอมเมิร์ซ
14,สมรรถนะสนับสนุนการทำงานด้านการบริหารในสายการผลิต
15,สมรรถนะสนับสนุนการทำงานด้านการเป็นผู้ประกอบการและดำเนินธุรกิจขนาดเล็ก
16,สมรรถนะสนับสนุนการทำงานด้านการเปลี่ยนแปลงสภาพภูมิอากาศ
17,สมรรถนะสนับสนุนการทำงานด้านดิจิทัลสำหรับข้าราชการ และบุคลากรภาครัฐ
18,สมรรถนะสนับสนุนการทำงานด้านพระธรรมทูตไทยในต่างประเทศ
19,สมรรถนะสนับสนุนการทำงานด้านผู้สอนวิทยาการคำนวณและภาษาคอมพิวเตอร์
20,สมรรถนะสนับสนุนการทำงานด้านผู้บริหารเทคโนโลยีสารสนเทศระดับสูงภาครัฐ
21,สาขาวิชาชีพก่อสร้าง
22,สาขาวิชาชีพการกีฬา
23,สาขาวิชาชีพการเงินและประกันภัย
24,สาขาวิชาชีพการเชื่อมอุตสาหกรรม
25,สาขาวิชาชีพการเดินเรือ
26,สาขาวิชาชีพการท่องเที่ยว การโรงแรม ภัตตาคารและร้านอาหาร
27,สาขาวิชาชีพการบรรเทาสาธารณภัย
28,สาขาวิชาชีพการบิน
29,สาขาวิชาชีพการผลิตอาหารและเครื่องดื่ม
30,สาขาวิชาชีพการผังเมือง
31,สาขาวิชาชีพการออกแบบผลิตภัณฑ์
32,สาขาวิชาชีพการออกแบบแฟชั่น
33,สาขาวิชาชีพการออกแบบและสร้างสรรค์
34,สาขาวิชาชีพกิจกรรมบริการเพื่อเสริมสร้างสุขภาพร่างกาย (ยกเว้นกิจกรรมด้านการกีฬา)
35,สาขาวิชาชีพเกษตรกรรม
36,สาขาวิชาชีพขนส่งชุมชน
37,สาขาวิชาชีพความปลอดภัยในการทำงาน
38,สาขาวิชาชีพเทคโนโลยีชีวภาพ
39,สาขาวิชาชีพเทคโนโลยีชีวภาพ (ไม่ใช้งาน)
40,สาขาวิชาชีพเทคโนโลยีสารสนเทศและการสื่อสาร และดิจิทัลคอนเทนต์
41,สาขาวิชาชีพธุรกิจค้าปลีก
42,สาขาวิชาชีพธุรกิจโฆษณาประชาสัมพันธ์และสื่อสารมวลชน
43,สาขาวิชาชีพธุรกิจโฆษณาและประชาสัมพันธ์
44,สาขาวิชาชีพธุรกิจจัดการพื้นที่สีเขียว
45,สาขาวิชาชีพธุรกิจจัดดอกไม้
46,สาขาวิชาชีพธุรกิจจัดประชุมและนิทรรศการ
47,สาขาวิชาชีพธุรกิจดนตรี
48,สาขาวิชาชีพธุรกิจทดสอบและตรวจสอบ
49,สาขาวิชาชีพธุรกิจบริการ
50,สาขาวิชาชีพธุรกิจบริการทำความสะอาด
51,สาขาวิชาชีพธุรกิจประกัน
52,สาขาวิชาชีพธุรกิจภาพถ่าย
53,สาขาวิชาชีพธุรกิจสาธารณูปโภคและบริการสาธารณะ
54,สาขาวิชาชีพธุรกิจเสริมสวย
55,สาขาวิชาชีพธุรกิจเสริมสวยและเสริมสร้างสุขภาพร่างกาย
56,สาขาวิชาชีพธุรกิจหนังสือและสิ่งพิมพ์
57,สาขาวิชาชีพธุรกิจอสังหาริมทรัพย์
58,สาขาวิชาชีพธุรกิจอาหาร
59,สาขาวิชาชีพบริการการศึกษา
60,สาขาวิชาชีพบริการการศึกษา วิจัย และภาษา
61,สาขาวิชาชีพบริการทางการเงิน
62,สาขาวิชาชีพบริการยานยนต์
63,สาขาวิชาชีพบริการวิจัย
64,สาขาวิชาชีพบริการสุขภาพ
65,สาขาวิชาชีพบริการอุตสาหกรรม
66,สาขาวิชาชีพบริหารงานบุคคล
67,สาขาวิชาชีพบริหารทรัพย์สิน
68,สาขาวิชาชีพผลิตชิ้นส่วนยานยนต์
69,สาขาวิชาชีพผลิตภัณฑ์ยางพารา
70,สาขาวิชาชีพพลังงานและพลังงานทดแทน
71,สาขาวิชาชีพไฟฟ้า
72,สาขาวิชาชีพไฟฟ้าและอิเล็กทรอนิกส์
73,สาขาวิชาชีพภาษาต่างประเทศและล่ามแปล
74,สาขาวิชาชีพมาตรวิทยา
75,สาขาวิชาชีพแมคคาทรอนิกส์
76,สาขาวิชาชีพรถไฟความเร็วสูงและระบบราง
77,สาขาวิชาชีพระบบขนส่งทางราง
78,สาขาวิชาชีพรักษาความปลอดภัย
79,สาขาวิชาชีพโลจิสติกส์
80,สาขาวิชาชีพวิศวกรรมชีวการแพทย์
81,สาขาวิชาชีพศิลปะการแสดงและการบันเทิง
82,สาขาวิชาชีพสิ่งทอและเครื่องนุ่งห่ม
